SRA_Accession,Sample,Omega_P_High,Omega_P_Med,Omega_P_Low,Omega_N_High,Omega_N_Med,Omega_N_Low,Omega_Fe_High,Omega_Fe_Med,Omega_Fe_Low,Theta,Pro_SCCG,cirA,expD,febB,fepB,fepC,tolQ,tonB,crp1390,PMM0804,isiA,dpsA,fur,futA,futB,futC,isiB,focA,moaA,moaB,moaD,moaE,moeA,narB,moaC,mobA,napA,tauE,cynA,cynS,nirA,unkN1,unkN2,ureA,ureB,ureC,ureD,ureE,ureF,ureG,urtA,dadA,amt1,carA,carB,gdhA,glnA,glnB,glsF,nadB,ntcA,pipX,speA,speB,amtB,thiO,phoA,phoX,PMM707,PMM721,acr3,arsR,chrA,gap1,mfs,phoB,phoE,phoR,ptrA,unkP1,unkP2,unkP3,unkP4,unkP5,PMM719,PMM722,phnD,ppA,ppK,ppX,pstA,pstB,pstC,pstS,sqdB,Cruise,Cruise_Station,Depth_m_,Year,Month,Day,Local_Hour,LatitudeDegN,LongitudeDegE
SAMN15782703,I7N2018_515_meta,-0.414989799,-0.481563349,-0.118917539,0.120054144,0.016390577,0.039041107,-0.265816037,0.133489664,-0.00883857,1.50318224,99.56162799,0.005044276,0.016395402,0.013473985,0.043742201,0.035999395,0.039226943,0.002947393,1.260593843,1.110588956,2.842995266,0.000395107,1.421123635,1.079852702,1.124520892,0.981325191,1.421218215,0.000297356,0.316380746,0.295598853,0,0.207493958,0.246233814,0.533284741,0.232356032,0.000906367,0.307203602,0,0.08242323,0.075420713,0.25247566,0.001709322,0,1.328497026,1.25165513,1.225945522,0.99182972,1.059555908,0.959358397,0.963530409,1.419462598,1.043683459,1.689854241,0.968592947,1.215407944,0.019220876,1.38442775,2.69357559,1.449676065,1.294867961,1.415672139,1.380031156,1.215948705,1.545681598,0.000208321,1.27024318,0.026632091,0.087229549,0.023882472,0.442180862,0.004401093,0.334915959,0.125505356,0.483494002,0.445422655,0.145190659,0.153962848,0.157711975,0.008645502,0.132610312,0.573406511,0.003495077,0.033396985,0.047344801,0.804676953,1.095314771,0.001356488,1.17144481,1.194532543,1.221637152,1.160734189,1.261558289,1.132393953,1.400714218,1.47059775,I07N,NA,7,2018,5,24,0,1.7747,57.3213
SAMN15782705,I7N2018_519_meta,-0.502670869,-0.382987516,0.31909095,0.074955873,0.030770998,0.272555667,-0.265816037,-0.022897491,0.565456657,1.626015868,215.8356824,0.005111214,0.007154135,0.007522126,0.035142149,0.071826633,0.025856503,0.003425366,1.920022615,1.005578941,3.648916169,0,1.462451476,1.417651995,1.362432021,0.984717237,1.366030361,0,0.298515609,0.271952112,0.003860962,0.184191713,0.218656999,0.454808769,0.257569054,0,0.349409593,0.000128699,0.107355315,0.108785209,0.310078223,0,0,1.107920202,1.44050682,1.896184741,0.871920286,0.626515704,0.765545897,1.14459668,1.878915058,0.944281383,2.249063558,1.205914768,1.498098994,0.018993293,1.769525622,2.98456865,1.492532193,1.535432212,1.789238414,0.946795063,1.099318854,1.870562818,0.001254774,0.975847398,0.027110954,0.055090382,0.025118591,0.354607943,0.008808034,0.451167633,0.195895197,0.577701676,0.581221898,0.166546348,0.240912299,0.130769645,0.000448648,0.211692621,0.705590776,0.00150464,0.021020312,0.042479665,0.627964693,0.948994716,0.00190933,1.78506449,0.882871717,1.160842837,1.481306722,1.546134874,1.946966375,1.897280375,1.663837978,I07N,82,7,2018,5,24,4,2.0037,57.3327
SAMN15782706,I7N2018_523_meta,-0.433097827,-0.408352403,0.099909996,0.231916636,0.138961715,0.036571111,-0.265816037,-0.015703411,0.463180852,1.608591223,291.0319686,0.006077054,0.0092807,0.01337576,0.025579473,0.064615859,0.022901087,0.002765481,1.782056771,1.205523857,3.217433378,0,1.457237924,1.353203448,1.188590132,1.036774632,1.395685744,0.003696013,0.352707772,0.295722311,0,0.235694555,0.269877066,0.51632422,0.23873468,0.003227228,0.342462896,0.000618125,0.095409309,0.085026726,0.321112878,0.002397018,0.000425416,1.215884935,1.364480403,1.658839383,1.005862879,0.959177781,0.902470423,1.163038161,1.626593141,1.02651326,1.687007152,1.164217909,1.401888385,0.034368886,1.560457498,2.875581246,1.394719794,1.336962546,1.486352441,1.06463544,1.161336427,1.759835208,0.003915823,1.089911617,0.038745774,0.076009485,0.040774444,0.462172806,0.016398551,0.367802688,0.190559281,0.573715576,0.545471628,0.163393842,0.173764571,0.19681808,0.008417046,0.141636741,0.618181965,0.012453762,0.027694651,0.045898894,0.750471114,1.073165239,0.004426213,1.489965357,1.047697629,1.228043403,1.334872418,1.407976023,1.451149878,1.739216079,1.433758287,I07N,83,7,2018,5,24,8,2.3984,57.6947
SAMN15782707,I7N2018_527_meta,-0.421343408,-0.424243225,-0.030605909,0.281054875,0.31911111,0.072896045,-0.245817262,0.066959598,0.390909332,1.600933672,265.5639552,0.007206042,0.01317027,0.009396373,0.052208227,0.049304543,0.013891205,0.004666734,1.480897121,1.202359901,3.079938902,0.001618535,1.290778476,1.341299596,1.232472489,1.132480324,1.417168544,0.002584701,0.363969359,0.277610086,0.001016107,0.241975577,0.245403389,0.58985852,0.291506354,0.000471563,0.368368435,0.000552881,0.110022951,0.095920295,0.326572689,0.000254216,0,1.429748886,1.394460784,1.526125967,1.115964036,1.058206507,1.143198396,1.205873919,1.570201384,1.133196464,1.649381306,1.202739725,1.330190855,0.034324269,1.429156868,2.985005075,1.378039214,1.278677429,1.351998062,1.214372588,1.16464482,1.667419195,0.003687154,1.232446885,0.035994131,0.081343059,0.056118297,0.428240217,0.010659807,0.377545532,0.185114502,0.583363605,0.518603657,0.216076124,0.159813642,0.168967498,0.004877887,0.141418121,0.57333064,0.005927574,0.056287529,0.026978039,0.709825764,1.227793631,0.005031693,1.374375877,1.023997414,1.169553795,1.347262662,1.310054401,1.282039096,1.716246896,1.363043862,I07N,NA,7,2018,5,24,12,2.5621,57.8565
SAMN15782709,I7N2018_531_meta,-0.436559108,-0.389710497,0.127563663,0.163513019,0.040394121,0.170465477,-0.247964693,0.005373005,0.421306696,1.604340551,372.6521344,0.007729234,0.005452438,0.010170906,0.031975421,0.068187832,0.017885175,0.005871519,1.778068738,1.105542762,3.1349647,0.002142066,1.424809748,1.275110897,1.234387337,1.083118849,1.335945933,0.001703649,0.333951796,0.305660534,0.000905138,0.192839738,0.256596534,0.478390485,0.271494056,0.000202619,0.340315565,0.000947733,0.076576052,0.079530974,0.294445564,0.000256647,0.000374834,1.052406472,1.462287341,1.778710227,0.909043462,0.883485122,0.859069051,1.210075659,1.583388253,1.130945429,1.732729807,1.202409589,1.404874602,0.032792344,1.653588127,2.906459955,1.371511103,1.422031512,1.446371017,1.162213709,1.241160846,1.792214289,0.004518165,1.067421772,0.043038921,0.0731105,0.02268764,0.465023063,0.012053044,0.467728696,0.194618119,0.584187776,0.600649341,0.203974178,0.202464355,0.143077273,0.004672332,0.169615906,0.587839177,0.005366936,0.027317593,0.042807366,0.622853573,0.902599518,0.00173714,1.572525817,1.131391048,1.129210912,1.345802242,1.378075897,1.634081937,1.60342518,1.617915555,I07N,84,7,2018,5,24,16,2.7984,58.063
SAMN15782710,I7N2018_535_meta,-0.453446009,-0.430136839,0.013761382,0.028851766,-0.18569358,0.153936304,-0.265816037,0.150608155,-0.108356911,1.496739664,362.9925691,0.003583936,0.01438208,0.025134242,0.033301295,0.0772487,0.015535236,0.00571382,1.355799581,0.896747743,2.927693268,0.002166848,1.172987887,1.248494578,1.225526483,0.900832237,1.231561093,0.001610032,0.300158326,0.272944341,0,0.184338705,0.209458571,0.435361773,0.248573829,0.000258745,0.336126944,0,0.085651529,0.070813998,0.309885386,0.005068044,0.001320592,1.028151133,1.193009886,1.332839548,0.841670708,0.780849343,0.730267053,1.038549388,1.354185572,1.116294879,1.759007276,0.961364155,1.123080264,0.020260791,1.239783373,3.044738721,1.4323182,1.456630049,1.58464748,1.143568695,1.320238986,1.848338604,0.000869085,1.12284535,0.028048,0.072673626,0.031968821,0.557499282,0.010831491,0.398370925,0.150979402,0.509976956,0.492916669,0.176236109,0.148282792,0.139450085,0.005313499,0.142774512,0.624996396,0.005587404,0.03627224,0.044058831,0.62339286,0.970122467,0.006892602,1.523953162,1.119137095,1.257228916,1.223598744,1.294928175,1.272853201,1.509820013,1.589121339,I07N,NA,7,2018,5,24,20,3.1844,58.418
SAMN15782711,I7N2018_539_meta,-0.525069463,-0.417227734,0.069955207,0.073918237,0.117850781,0.018349069,-0.265816037,0.125900805,0.407364543,1.550579839,268.1976982,0.004626033,0.015325613,0.009834272,0.038971652,0.070851466,0.010346525,0.013745866,1.583682909,1.064967237,3.056820937,0.006988386,1.377425542,1.24766945,1.231612949,1.071743168,1.395173728,4.91E-05,0.269522487,0.293293367,0.001242864,0.183632087,0.244561245,0.472881603,0.25753375,0.000302133,0.329711733,0,0.096101313,0.087773089,0.292184895,0.00018879,0.000485309,1.205504497,1.490700071,1.641508656,1.017729456,0.954692682,0.945977094,1.084647008,1.530615778,1.072747382,1.713284267,1.135038769,1.385875321,0.030481306,1.520906824,2.808101242,1.378650113,1.326565041,1.396735266,1.158524285,1.168515502,1.715276705,0.002012059,1.066373269,0.033959102,0.044314925,0.02893388,0.483772992,0.008028829,0.425213835,0.165908704,0.547289226,0.536171863,0.164717874,0.157869557,0.14541616,0.005793719,0.186501689,0.612243811,0.005542626,0.041701802,0.04443025,0.676513779,1.071744118,0.002952984,1.468862637,1.053567234,1.174814438,1.313232792,1.457984356,1.486613305,1.648588644,1.484031861,I07N,85,7,2018,5,25,0,3.1944,58.4289
SAMN15782712,I7N2018_543_meta,-0.438134611,-0.310800439,0.444187129,0.036386188,0.045153471,0.374331871,-0.265816037,-0.228740355,0.744968941,1.69651413,174.5487464,0.00194016,0.0057431,0.004326841,0.007631428,0.053735923,0.015956708,0.010943971,2.014371382,1.092617511,3.807093763,0,1.783945784,1.35027027,1.367111643,0.973956242,1.322943304,0,0.28646372,0.281927553,0,0.178095921,0.204957866,0.439881683,0.246632437,0,0.378844139,0,0.101152996,0.100929497,0.293163147,0,0.003055498,1.169540993,1.321145904,1.997939871,0.773654238,0.637886118,0.86257774,1.131071084,1.961232149,0.886321168,2.351720924,1.212070305,1.434158336,0.011423637,1.869648367,3.198655957,1.484057802,1.552816124,1.814345672,1.123229204,1.036435565,1.980780234,0.001076369,0.959493447,0.044449766,0.071998168,0.07435045,0.376558725,0.016133165,0.46025434,0.197757578,0.78872352,0.647708367,0.200147688,0.303408427,0.164635328,0.004028107,0.270538879,0.665593846,0.008544442,0.006632018,0.02446645,0.660213295,0.843858475,0.006103285,1.923667837,0.874017004,1.158988799,1.550077896,1.711746318,2.127247751,1.908422278,1.626321529,I07N,86,7,2018,5,25,4,3.5943,58.7916
SAMN15782713,I7N2018_547_meta,-0.402150086,-0.283938925,0.462320361,-0.062182802,0.071487127,0.277894359,-0.265816037,-0.246163242,0.771880132,1.710003373,223.6690025,0.003325424,0.002334069,0.004908602,0.022171743,0.050394677,0.010170896,0.007069359,2.074655633,1.124404601,3.890538643,0,1.681819211,1.356252446,1.365370503,0.99084715,1.347351984,0,0.290932552,0.292856988,0,0.153445436,0.204114106,0.405085394,0.190114112,0,0.329500092,0,0.104173687,0.099346447,0.321282304,0,0,1.097596659,1.462984568,2.034248565,0.776600147,0.734637137,0.80956339,1.170156378,1.939540816,0.933759681,2.278433634,1.240667139,1.444311823,0.00972828,1.828387369,2.912281293,1.452160979,1.575035619,1.71979167,1.084584865,0.996966673,1.890817056,0.001455674,0.975759245,0.069519143,0.075551336,0.044788405,0.465751443,0.012749339,0.505401226,0.202050076,0.743868948,0.649914337,0.198062365,0.317503706,0.202209793,0.000890939,0.233263941,0.705496145,0.010201322,0.016277973,0.052143711,0.639323648,0.873419447,0.001758738,1.866711549,0.910695686,1.255510431,1.569796254,1.599225015,1.993331487,1.914131222,1.726331678,I07N,NA,7,2018,5,25,8,3.6588,58.7882
SAMN15782714,I7N2018_551_meta,-0.398112829,-0.307205511,-0.021566013,0.204654556,0.189617897,-0.01317765,-0.265816037,-0.129738888,0.457129541,1.630616241,262.4508637,0.002467348,0.007387004,0.012376609,0.043017235,0.041007204,0.009394657,0.0033326,1.557942516,1.119392821,3.032042001,0.0059716,1.369990717,1.237028576,1.194464778,1.200465554,1.43335292,0.000146226,0.295554857,0.316634546,0,0.219229802,0.25236916,0.570784168,0.272463308,0,0.359496281,0,0.102877202,0.080323916,0.34660473,0,0,1.147510099,1.31757047,1.563871091,1.138576656,1.018882784,1.014931784,1.155180726,1.562259909,1.041160754,1.711750014,1.203601809,1.371786433,0.020889173,1.521000059,2.600426222,1.412202866,1.325848557,1.341643132,1.153171843,1.134828388,1.66306229,0.003976053,1.130123217,0.051502455,0.083894624,0.04265772,0.435610101,0.018353961,0.580236106,0.256698805,0.629667014,0.582650627,0.24446567,0.200384929,0.214591559,0.005987873,0.260384604,0.640210541,0.009077329,0.040568678,0.057051333,0.672848288,1.083633142,0.002510314,1.427063368,1.081053141,1.140672063,1.294691775,1.36663049,1.373195233,1.735495403,1.394437726,I07N,87,7,2018,5,25,12,3.9972,59.1579
SAMN15782715,I7N2018_555_meta,-0.508281093,-0.373285517,0.194456365,0.205768321,0.124080938,0.195225887,-0.24856087,0.053012202,0.4214215,1.617270103,349.5648948,0.0026464,0.008981754,0.013753361,0.041847316,0.052181796,0.021524058,0.009177058,1.733215606,1.033045014,3.346456284,0.000159915,1.424951453,1.357297214,1.249949483,1.093814352,1.347802982,0.002832469,0.314139589,0.363557298,0,0.223970376,0.25067959,0.497597938,0.25290111,0,0.35087009,0.001199526,0.107404793,0.086284872,0.332185102,0.000112658,0,1.166825371,1.473028358,1.786952785,0.888938604,0.880446095,0.887958165,1.184872869,1.686226591,1.085321785,1.827652755,1.24361582,1.478055095,0.016791616,1.657211986,2.983675631,1.384065442,1.405632586,1.48147138,1.135816307,1.220480694,1.837719474,0.002996317,1.059955638,0.046514242,0.045644934,0.037595944,0.421611993,0.013511215,0.42031165,0.190102435,0.631284579,0.601859518,0.184728961,0.201475642,0.162046465,0.00376247,0.19794304,0.669046015,0.004119267,0.030644963,0.046352408,0.738080325,0.992522559,0.001281887,1.595744695,1.058813267,1.130116718,1.376644652,1.453217436,1.657296748,1.807737825,1.573654005,I07N,NA,7,2018,5,25,16,4.3504,59.4872
SAMN15782717,I7N2018_559_meta,-0.499829935,-0.463836771,0.024707438,-0.006928479,-0.294195596,0.319637966,-0.265816037,0.086635741,-0.074391477,1.497650968,294.9550133,0.005787335,0.005833392,0.017911941,0.034059353,0.057975316,0.026027616,0.006539217,1.457684423,0.864009155,2.970972706,0.001734827,1.234427452,1.214296276,1.262867399,0.853222337,1.285674043,0,0.284489105,0.307644929,0,0.17873968,0.216713591,0.433940175,0.199674727,0,0.325305899,0.001233261,0.088001888,0.075755941,0.306611321,0.001564042,0,0.795209929,1.118047357,1.498494816,0.701008234,0.714154712,0.709169899,1.014176099,1.413258779,1.21216443,2.069704113,0.966324484,1.13190207,0.030784372,1.36736225,3.181265663,1.481519195,1.540675004,1.655210781,1.066772716,1.270624675,1.977308079,0.000837313,1.133839663,0.03022206,0.054939172,0.026589863,0.454298242,0.011847772,0.40636416,0.14794294,0.495124913,0.482480275,0.155757011,0.158462135,0.132241622,0.003709728,0.172498262,0.545543242,0.000880826,0.015776493,0.043183721,0.607676365,0.790718873,0.001244846,1.548333661,1.13241073,1.122850187,1.254429466,1.286158726,1.419598523,1.468130536,1.817778071,I07N,88,7,2018,5,25,20,4.3887,59.5244
SAMN15782718,I7N2018_563_meta,-0.491386661,-0.428487994,0.527693772,0.112882267,-0.00509868,0.305025114,-0.265816037,0.029465549,0.699965986,1.641322265,320.992053,0.002642494,0.007582192,0.013361839,0.030190568,0.086825162,0.025731011,0.005831281,2.011412472,1.031215309,3.562456534,0.00145747,1.672343243,1.431228338,1.316356235,0.993536906,1.382778633,0,0.334492648,0.328980107,0,0.187253844,0.202492292,0.471928996,0.261714362,0.000390135,0.342803886,0.00050274,0.126645046,0.112033028,0.324226553,0,0,0.999634055,1.322729537,1.906638891,0.679281186,0.665947102,0.743201774,1.257200258,1.879923348,0.966987032,2.112955492,1.083718828,1.462322821,0.042456001,1.89649882,2.932059694,1.464073474,1.552235484,1.834961213,1.071811036,1.119926662,1.969985878,0.002180634,0.968489232,0.038007978,0.055046759,0.030599581,0.456363441,0.006600457,0.391833212,0.12483203,0.599428645,0.55682574,0.137972468,0.183988494,0.117492473,0.004898825,0.143486328,0.692903966,0.005845084,0.017739098,0.019140591,0.696464161,0.91591837,0.000909356,1.924115705,0.91020584,1.176539061,1.545322936,1.644881445,2.120409605,1.796806627,1.846524613,I07N,89,7,2018,5,26,0,4.7965,59.8918
SAMN15782719,I7N2018_567_meta,-0.503171319,-0.418340742,0.292899009,0.128866701,0.090564512,0.217622487,-0.265816037,0.095938913,0.675001477,1.614831136,240.8883437,0.003724394,0.009065709,0.017539004,0.02927648,0.073481223,0.017610931,0.010975519,1.964330546,1.10880113,3.579531051,0.000376288,1.572106987,1.380768073,1.316865247,1.067845457,1.362804877,0,0.326967717,0.346293974,0,0.186125199,0.224465102,0.482016466,0.256851066,0,0.33352791,0,0.11149736,0.079790995,0.34252794,0,0,1.157541621,1.442415411,1.819429523,0.798433541,0.733405719,0.923263111,1.204785904,1.813917086,0.941443987,2.084797404,1.152672202,1.400596434,0.015366478,1.817233788,3.100078347,1.468966346,1.511358795,1.683110867,1.023902248,1.065346136,1.825198197,0.003994963,1.002240627,0.037781748,0.050837973,0.021745877,0.39029865,0.009452319,0.413613307,0.141019049,0.561419056,0.560059269,0.147003886,0.206452931,0.125164137,0.001622363,0.140883521,0.739994097,0.009940738,0.013206399,0.026286663,0.643166779,0.942701264,0.001869304,1.757998274,0.950950996,1.150282339,1.407689202,1.596295876,1.909629034,1.84293293,1.613007807,I07N,NA,7,2018,5,26,4,5.0555,60.1297
SAMN15782721,I7N2018_571_meta,-0.459211022,-0.405355441,0.07842475,0.282517952,0.177305434,0.01698915,-0.265816037,0.092363917,0.359337576,1.592700367,186.690677,0.006097314,0.012839735,0.016500125,0.045847962,0.060859687,0.01757874,0.002296713,1.624983086,1.137034498,3.059962879,0,1.397250641,1.208906281,1.289290408,1.154277111,1.334111056,0,0.306654462,0.402264275,0,0.268561135,0.258866549,0.527364333,0.266070274,0.000927268,0.325640684,0,0.097011787,0.107539256,0.310249042,0,0,1.09692397,1.316903375,1.682534453,1.059951146,0.991663152,0.947803851,1.28993832,1.610692208,1.043961296,1.700639504,1.143583452,1.4014432,0.024758639,1.558359125,2.8517276,1.34030162,1.336019761,1.325675758,1.15559017,1.133495157,1.809377767,0.001904517,1.100184564,0.034909626,0.067955356,0.023866305,0.538852262,0.020747649,0.355631406,0.203287683,0.534437591,0.475067148,0.147106962,0.161356444,0.131145647,0.000349117,0.186751341,0.703991081,0.00452279,0.057728619,0.052451237,0.708983087,1.067245183,0.002325302,1.357642426,1.081866309,1.187918246,1.430263256,1.466088317,1.428442466,1.648217027,1.439558194,I07N,NA,7,2018,5,26,8,5.2018,60.2623
SAMN15782722,I7N2018_575_meta,-0.434274502,-0.432049643,0.133781071,0.229132137,0.159635437,0.112765127,-0.265816037,0.237364112,0.548317446,1.601954332,174.7813741,0.003830244,0.017122231,0.018984756,0.019012988,0.049566874,0.025657975,0.019780511,1.89010433,1.187559251,3.268290205,0,1.40148106,1.222102005,1.260248294,1.151605575,1.500726545,0.000771641,0.318783632,0.341633148,0.000363266,0.23492128,0.274815611,0.543449161,0.230434853,0.000442542,0.352799639,0.000696259,0.08772428,0.099223058,0.324627049,0.000394304,0,1.231694331,1.391199517,1.813353823,0.956486814,0.916569537,0.876387023,1.26596383,1.690332246,1.110495155,1.746932047,1.049072038,1.426849666,0.017114571,1.62449183,2.848034257,1.380894357,1.375536753,1.430015043,1.210067667,1.206530345,1.872739761,0.002197551,1.061793888,0.037947414,0.075885138,0.025504879,0.534742101,0.018607392,0.342813381,0.146719563,0.578210602,0.565337934,0.171749626,0.18187766,0.125926172,0.001276911,0.146020932,0.561006983,0.007863693,0.032984055,0.045964853,0.770470881,1.047717584,0.0002225,1.576731701,1.020099264,1.200745561,1.32951836,1.471571468,1.508801523,1.710099314,1.483409818,I07N,91,7,2018,5,26,12,5.5952,60.6264
SAMN15782723,I7N2018_579_meta,-0.41933513,-0.349003482,0.128718859,0.177120558,0.216948057,0.085713945,-0.265816037,0.025424984,0.271587467,1.614529966,118.9217139,0.004040443,0.013973602,0.024834657,0.031541404,0.050342351,0.00417555,0.004935134,1.614087485,1.079523566,3.235731822,0,1.282182767,1.294652449,1.278192881,1.085954237,1.233000025,0.001493685,0.313163586,0.258874999,0,0.277753012,0.269577267,0.467422188,0.247889329,0.001827347,0.319594835,0.001078919,0.09147491,0.067365841,0.392619172,0,0,1.311065795,1.348189807,1.71848992,1.011493554,1.042897466,0.992910367,1.237156885,1.501417275,1.057485281,1.701590251,1.219825106,1.40074049,0.020477501,1.547455824,3.017803772,1.417268965,1.215316563,1.462983728,1.160027795,1.15244854,1.911724686,0.003117236,1.112622105,0.043318876,0.079281226,0.040138451,0.437439192,0.01379857,0.393268603,0.187058469,0.594201979,0.575751722,0.19723411,0.183494869,0.173663672,0.006169739,0.266240998,0.731823979,0.003112115,0.036820275,0.088079035,0.645875042,0.898616202,0.00366168,1.406673417,1.11902158,1.122018982,1.47868229,1.435620504,1.653909245,1.703290494,1.533964987,I07N,NA,7,2018,5,26,16,5.9556,60.9559
